gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
contig_1331_4	3325	3630	306	-1	0.493	11	None	GENOMAD.013326.VV	1.588e-23	96	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1331_5	4220	4675	456	-1	0.414	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_6	4826	5119	294	-1	0.520	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_7	5181	5555	375	-1	0.480	11	None	GENOMAD.177485.VV	9.771e-31	118	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1331_8	6603	6869	267	1	0.498	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_9	7175	7453	279	-1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_10	7481	7789	309	-1	0.508	11	None	GENOMAD.004563.VV	5.468e-27	106	0	0	1	2561	Caudoviricetes	NA	NA	COG3941	Phage tail tape-measure protein, controls tail length
contig_1331_11	7887	8000	114	-1	0.456	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_12	8201	8461	261	-1	0.433	11	None	GENOMAD.031904.VV	5.253e-13	65	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01725	NA
contig_1331_13	8566	8841	276	-1	0.478	11	None	GENOMAD.027037.VV	7.704e-42	148	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1331_14	8994	9266	273	-1	0.480	11	ATA	GENOMAD.026548.VV	1.188e-21	90	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1331_15	9276	9605	330	-1	0.461	11	None	GENOMAD.012621.VV	4.939e-47	164	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1331_16	10311	10547	237	-1	0.473	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_17	10573	10833	261	-1	0.471	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_18	10850	11359	510	-1	0.484	11	None	GENOMAD.005158.VV	3.093e-19	87	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF13395;TIGR02646;K06904	TIGR02646 family protein
contig_1331_19	11317	11712	396	-1	0.470	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_20	11663	11881	219	-1	0.438	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_21	11878	12192	315	-1	0.451	11	None	GENOMAD.006922.VV	1.976e-30	116	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1331_22	12143	12481	339	-1	0.463	11	None	GENOMAD.006922.VV	8.571e-27	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1331_23	12444	12620	177	-1	0.452	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_24	12701	12973	273	-1	0.487	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1331_25	13794	14099	306	-1	0.480	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_1	2	70	69	-1	0.449	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_2	61	177	117	-1	0.376	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_3	213	422	210	-1	0.419	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_4	735	851	117	-1	0.393	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_5	2011	2100	90	-1	0.511	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_6	2097	2300	204	-1	0.431	11	GGA/GAG/AGG	GENOMAD.047332.VV	1.236e-18	80	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1344_7	3504	3743	240	-1	0.429	11	AGGA	GENOMAD.036528.VV	0.0002156	40	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1344_8	3894	4196	303	-1	0.429	11	None	GENOMAD.013994.VV	5.13e-19	83	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1344_9	4237	4398	162	-1	0.377	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_10	4395	4649	255	-1	0.408	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_11	4870	5025	156	-1	0.385	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_12	5828	6022	195	-1	0.497	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_13	6170	6685	516	-1	0.446	11	GGAG/GAGG	GENOMAD.031904.VV	2.399e-59	203	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01725	NA
contig_1344_14	6873	7067	195	-1	0.436	11	GGAG/GAGG	GENOMAD.027037.VV	5.482e-25	98	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1344_15	7083	7322	240	-1	0.450	11	None	GENOMAD.026548.VV	1.371e-15	72	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1344_16	7348	7710	363	-1	0.416	11	None	GENOMAD.012621.VV	9.987e-29	112	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1344_17	7839	8216	378	-1	0.397	11	GGA/GAG/AGG	GENOMAD.005377.VV	4.492e-23	96	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1344_18	8546	8689	144	-1	0.410	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_19	8661	8906	246	-1	0.431	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_20	8860	9087	228	-1	0.439	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_21	9093	9332	240	-1	0.412	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_22	9333	9800	468	-1	0.432	11	None	GENOMAD.004845.VV	6.137e-50	175	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;COG3740;TIGR01543;K06904	Caudovirus prohead serine protease
contig_1344_23	9778	9933	156	-1	0.397	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_24	10310	10783	474	-1	0.367	11	None	GENOMAD.003893.VV	2.941e-14	72	0	0	1	2561	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	phage portal protein, HK97 family
contig_1344_25	10784	11239	456	-1	0.388	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1344_26	11267	11503	237	-1	0.494	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_1	239	355	117	-1	0.410	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_2	413	568	156	-1	0.378	11	ATA	GENOMAD.215524.VV	9.167e-08	48	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_3	805	924	120	-1	0.433	11	ATA	GENOMAD.136717.VC	2.624e-13	63	0	0	0	2561	Caudoviricetes	NA	NA	PF13397;TIGR02605;COG2331	putative regulatory protein, FmdB family
contig_1351_4	1533	2165	633	-1	0.483	11	None	GENOMAD.026750.VV	5.049e-32	126	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_5	2507	2794	288	-1	0.490	11	None	GENOMAD.008323.VV	0.0008791	39	0	0	1	2561	Caudoviricetes	NA	NA	PF19905	NA
contig_1351_6	3092	3832	741	-1	0.480	11	None	GENOMAD.005449.VV	3.221e-45	166	0	0	0	2561	Caudoviricetes	NA	NA	PF12850;TIGR00024;COG1407;K07096	putative phosphoesterase, SbcD/Mre11-related
contig_1351_7	3822	3998	177	-1	0.429	11	None	GENOMAD.023635.VV	6.27e-14	66	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_8	4066	4248	183	-1	0.481	11	None	GENOMAD.014760.VV	8.231e-06	43	0	0	0	2561	Caudoviricetes	NA	NA	PF06667;K03970;TIGR02976	phage shock protein B
contig_1351_9	4255	4437	183	-1	0.525	11	None	GENOMAD.013326.VV	8.728e-19	80	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_10	5618	5719	102	-1	0.441	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_11	5956	6270	315	-1	0.467	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_12	6499	6744	246	-1	0.447	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_13	6871	6975	105	-1	0.467	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_14	7858	7965	108	-1	0.370	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_15	8570	8659	90	-1	0.411	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_16	8917	9063	147	-1	0.456	11	None	GENOMAD.031904.VV	3.342e-15	69	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01725	NA
contig_1351_17	9242	9442	201	-1	0.478	11	None	GENOMAD.027037.VV	3.7e-15	70	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_18	9543	9944	402	-1	0.485	11	ATA	GENOMAD.026548.VV	1.722e-61	207	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_19	10132	10344	213	-1	0.455	11	None	GENOMAD.012621.VV	9.19e-23	92	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_20	10360	10914	555	-1	0.483	11	None	GENOMAD.005377.VV	1.096e-65	222	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_21	10982	11191	210	-1	0.500	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_22	11859	12023	165	-1	0.521	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_23	12023	12250	228	-1	0.491	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_24	12294	12530	237	-1	0.418	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_25	12539	12763	225	-1	0.476	11	None	GENOMAD.132979.VP	3.484e-05	42	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1351_26	12732	12905	174	-1	0.477	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_27	12929	13165	237	-1	0.460	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_28	13155	13295	141	-1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_29	14156	14434	279	-1	0.487	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_30	14825	15037	213	-1	0.484	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_31	15783	15920	138	1	0.442	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_32	15991	16104	114	1	0.482	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_33	16180	16392	213	1	0.291	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1351_34	16741	16800	60	1	0.350	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_1	1	411	411	-1	0.601	11	4Base/6BMM	GENOMAD.031207.VV	3.442e-13	68	0	0	1	2561	Caudoviricetes	NA	NA	PF07141;COG2826	Putative bacteriophage terminase small subunit
contig_1356_2	878	1111	234	1	0.573	11	None	GENOMAD.049372.VV	1.04e-24	98	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_3	1869	2096	228	1	0.623	11	GGAG/GAGG	GENOMAD.117877.VV	1.46e-35	129	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_4	2093	2362	270	1	0.581	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_5	2400	2834	435	1	0.602	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_6	2856	2960	105	-1	0.543	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_7	2963	3550	588	-1	0.670	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_8	3604	3927	324	-1	0.660	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_9	4058	4549	492	-1	0.695	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_10	4568	5167	600	-1	0.643	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_11	5306	5395	90	-1	0.633	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_12	5392	6324	933	-1	0.646	11	GGAG/GAGG	GENOMAD.013099.VV	5.46e-27	115	0	0	0	2561	Caudoviricetes	NA	NA	K02334	NA
contig_1356_13	6339	6959	621	-1	0.663	11	GGA/GAG/AGG	GENOMAD.034721.VV	5.737e-11	64	0	0	0	2561	Caudoviricetes	NA	NA	PF13482;K02334;COG0749	DNA polymerase I - 3'-5' exonuclease and polymerase domains
contig_1356_14	7450	7848	399	1	0.644	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_15	8563	8877	315	1	0.619	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_16	8877	9071	195	1	0.605	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_17	9555	9848	294	1	0.687	11	None	GENOMAD.116345.VP	1.731e-05	44	0	0	0	2561	Caudoviricetes	NA	NA	PF18766;COG1111;TIGR04095;K01156	ERCC4-related helicase
contig_1356_18	9906	10202	297	1	0.633	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_19	10805	11017	213	1	0.559	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_20	11129	11299	171	1	0.550	11	AGGA	GENOMAD.052066.VV	2.334e-08	50	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_21	11373	11591	219	1	0.571	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_22	11683	11844	162	1	0.512	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_23	11930	12019	90	1	0.467	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_24	12159	12545	387	1	0.574	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_25	12605	12760	156	1	0.571	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_26	12962	13228	267	1	0.562	11	3Base/5BMM	GENOMAD.034285.VV	9.914e-08	50	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_27	13287	13709	423	1	0.537	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_28	13931	14311	381	1	0.549	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_29	15155	15565	411	-1	0.618	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_30	16983	17402	420	-1	0.576	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_31	17560	18006	447	-1	0.602	11	None	GENOMAD.005135.VV	2.735e-21	92	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_32	18072	18344	273	-1	0.601	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_33	19312	19956	645	-1	0.564	11	None	GENOMAD.120771.VV	2.178e-63	217	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_34	20636	20884	249	-1	0.442	11	None	GENOMAD.005114.VV	1.016e-19	84	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_35	21232	21573	342	-1	0.538	11	GGA/GAG/AGG	GENOMAD.000924.VV	2.44e-24	99	0	0	1	2561	Caudoviricetes	NA	NA	PF11134	Phage stabilisation protein
contig_1356_36	21765	22019	255	-1	0.576	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_37	22027	22284	258	-1	0.574	11	None	GENOMAD.003747.VV	5.471e-05	42	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_38	23151	23630	480	-1	0.550	11	GGA/GAG/AGG	GENOMAD.179056.VP	9.68e-07	50	0	0	1	2561	Caudoviricetes	NA	NA	K21038	NA
contig_1356_39	23847	24074	228	-1	0.566	11	3Base/5BMM	GENOMAD.008631.VV	1.598e-12	63	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_40	24049	24300	252	-1	0.544	11	None	GENOMAD.008631.VV	1.121e-26	104	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_41	24412	24648	237	-1	0.557	11	None	GENOMAD.017392.VV	6.501e-08	50	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_42	25163	25324	162	-1	0.556	11	GGA/GAG/AGG	GENOMAD.029586.VV	2.733e-19	81	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_43	27042	27311	270	-1	0.496	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1356_44	27311	27670	360	-1	0.531	11	GGAG/GAGG	GENOMAD.026653.VV	3.489e-23	96	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_45	27801	27971	171	-1	0.538	11	GGA/GAG/AGG	GENOMAD.005852.VV	5.957e-07	46	0	0	1	2561	Caudoviricetes	NA	NA	PF16778	Phage tail assembly chaperone protein
contig_1356_46	27984	28862	879	-1	0.494	11	AGGA	GENOMAD.016305.VV	5.772e-35	138	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_47	28881	30131	1251	-1	0.574	11	AGGA	GENOMAD.007684.VV	2.984e-63	226	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_48	30561	30761	201	-1	0.537	11	AGGAGG	GENOMAD.004584.VV	6.59e-17	75	0	0	1	2561	Caudoviricetes	NA	NA	PF20387	NA
contig_1356_49	30762	31010	249	-1	0.486	11	AGxAGG/AGGxGG	GENOMAD.014357.VV	1.132e-18	81	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_50	30952	31398	447	-1	0.553	11	AGGA	GENOMAD.014357.VV	3.521e-18	83	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_51	31364	31708	345	-1	0.496	11	None	GENOMAD.014357.VV	2.545e-32	122	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_52	31750	32706	957	-1	0.531	11	GGAG/GAGG	GENOMAD.048843.VV	9.504e-55	197	0	0	0	2561	Caudoviricetes	NA	NA	PF17236	NA
contig_1356_53	32713	33654	942	-1	0.519	11	AGGA	GENOMAD.052123.VV	2.003e-52	190	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_54	33668	33922	255	-1	0.463	11	AGGA	GENOMAD.020551.VV	2.624e-26	103	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_55	33962	34843	882	-1	0.565	11	GGA/GAG/AGG	GENOMAD.000469.VV	4.075e-103	336	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_56	34821	35978	1158	-1	0.553	11	None	GENOMAD.052171.VV	2.018e-66	234	0	0	1	2561	Caudoviricetes	NA	NA	PF16510	Phage P22-like portal protein
contig_1356_57	35980	37080	1101	-1	0.507	11	GGAG/GAGG	GENOMAD.130586.VV	6.937e-61	217	0	0	0	2561	Caudoviricetes	NA	NA	PF13641;TIGR04242;COG1216	Glycosyltransferase like family 2
contig_1356_58	37077	37217	141	-1	0.475	11	GGAG/GAGG	GENOMAD.095798.VC	2.447e-10	55	0	0	0	2561	Caudoviricetes	NA	NA	PF20106;PF17338	Gene product 88
contig_1356_59	37214	38617	1404	-1	0.568	11	None	GENOMAD.140858.VP	3.013e-62	225	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1356_60	38743	38955	213	-1	0.568	11	None	GENOMAD.031207.VV	1.6e-17	77	0	0	1	2561	Caudoviricetes	NA	NA	PF07141;COG2826	Putative bacteriophage terminase small subunit
contig_1360_1	1	168	168	1	0.440	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_2	1206	1370	165	-1	0.406	11	AGGAG	GENOMAD.063703.VV	1.647e-10	56	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_3	1371	1997	627	-1	0.408	11	None	GENOMAD.004845.VV	1.544e-90	295	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;COG3740;TIGR01543;K06904	Caudovirus prohead serine protease
contig_1360_4	3431	3679	249	-1	0.454	11	None	GENOMAD.025143.VV	4.473e-43	151	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_5	3687	3905	219	-1	0.411	11	None	GENOMAD.014760.VV	3.112e-12	62	0	0	0	2561	Caudoviricetes	NA	NA	PF06667;K03970;TIGR02976	phage shock protein B
contig_1360_6	3937	4086	150	-1	0.400	11	AGGA	GENOMAD.047332.VV	3.96e-14	66	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_7	4094	4441	348	-1	0.411	11	None	GENOMAD.040004.VV	1.074e-17	80	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_8	4604	4702	99	-1	0.444	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_9	4677	4853	177	-1	0.373	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_10	5248	5601	354	-1	0.427	11	GGA/GAG/AGG	GENOMAD.036528.VV	2.25e-10	59	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_11	5614	5850	237	-1	0.439	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_12	5885	6106	222	-1	0.414	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_13	6354	6554	201	-1	0.388	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_14	6533	6652	120	-1	0.392	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_15	6621	6872	252	-1	0.393	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_16	6888	7043	156	-1	0.404	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_17	7213	7425	213	-1	0.455	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_18	7376	7624	249	-1	0.321	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_19	7636	7821	186	-1	0.376	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_20	7940	8314	375	-1	0.456	11	None	GENOMAD.005664.VV	5.747e-20	87	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_21	8387	8848	462	-1	0.444	11	GGAGG	GENOMAD.031904.VV	2.445e-67	225	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01725	NA
contig_1360_22	8951	9226	276	-1	0.431	11	GGAG/GAGG	GENOMAD.027037.VV	2.296e-46	161	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_23	9307	9438	132	-1	0.455	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_24	9426	9722	297	-1	0.414	11	None	GENOMAD.026548.VV	1.962e-12	64	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1360_25	9819	10001	183	1	0.393	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_26	10184	10423	240	-1	0.463	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_27	10734	10898	165	-1	0.448	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_28	10861	11271	411	-1	0.436	11	None	GENOMAD.080113.VV	5.814e-05	44	0	0	1	2561	Caudoviricetes	NA	NA	PF05065	Phage capsid family
contig_1360_29	11641	11814	174	-1	0.471	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_30	11807	11968	162	-1	0.451	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_31	12326	12466	141	-1	0.461	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_32	12684	12920	237	-1	0.363	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_33	12978	13190	213	-1	0.390	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_34	13484	13738	255	-1	0.451	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1360_35	13968	14273	306	-1	0.438	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1366_1	110	220	111	1	0.450	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1366_2	375	986	612	1	0.471	11	None	GENOMAD.064252.VV	7.87e-70	235	0	0	1	2561	Caudoviricetes	NA	NA	PF03354;COG4626;TIGR01547	Terminase large subunit, ATPase domain
contig_1366_3	1112	1669	558	1	0.484	11	None	GENOMAD.009385.VV	2.052e-50	178	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;COG4626	Terminase large subunit, endonuclease domain
contig_1366_4	1704	2219	516	1	0.417	11	None	GENOMAD.167295.VP	2.271e-24	102	0	0	1	2561	Caudoviricetes	NA	NA	PF13539;TIGR01537	D-alanyl-D-alanine carboxypeptidase
contig_1366_5	2179	2430	252	1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1366_6	2463	2825	363	1	0.405	11	None	GENOMAD.003893.VV	2.927e-17	79	0	0	1	2561	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	phage portal protein, HK97 family
contig_1366_7	2825	3136	312	1	0.452	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1366_8	4046	4186	141	1	0.518	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1366_9	4246	4401	156	1	0.481	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1366_10	5062	5232	171	1	0.456	11	None	GENOMAD.014377.VV	1.466e-26	102	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1366_11	5237	5359	123	1	0.407	11	None	GENOMAD.014377.VV	9.761e-16	70	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1366_12	5565	5984	420	1	0.431	11	ATA	GENOMAD.008420.VV	2.113e-70	233	0	0	1	2561	Caudoviricetes	NA	NA	PF06199;COG5437;TIGR02126	Phage tail tube protein
