contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
contig_544	2546.000	phage	0.001	0.976	False	False	0.454	0.000	bacteria	0.000	1.000	0.000	0.000	-1.369	0.000	8.305	0.000	-6.977	0.000	-4.344	0.000	1V		
contig_545																								
contig_543	36904.000	phage	0.060	0.825	False	False	0.450	0.000	bacteria	0.000	18.000	0.000	0.000	-1.101	0.507	5.324	1.239	-5.363	1.934	-4.562	0.594	18V	DTR	69.000
contig_547	8426.000	phage	0.002	0.991	False	False	0.461	0.000	bacteria	0.000	4.000	0.000	0.000	-2.414	0.086	7.199	0.463	-7.395	0.545	-3.963	0.381	4V		
contig_546	27902.000	phage	0.303	0.714	True	False	0.376	0.000	bacteria	0.000	11.000	2.000	0.000	-1.439	0.735	4.520	6.875	-4.402	9.375	-2.902	0.944	7V2n4V		
contig_548	3070.000	phage	1.248	0.227	False	False	0.554	0.000	bacteria	0.000	1.000	0.000	0.000	1.062	0.000	1.412	0.000	-1.524	0.000	-2.098	0.000	1V		
contig_549	16570.000	non-phage	0.296	0.324	False	False	0.462	0.000		1.000	2.000	5.000	0.000	-1.942	1.898	-0.168	5.383	1.744	4.410	-3.779	1.056	2n1V2n1V2n		
contig_55	8222.000	phage	0.225	0.761	False	False	0.501	0.000	bacteria	0.000	4.000	0.000	0.000	0.645	0.603	5.023	1.318	-4.941	1.736	-4.926	0.337	4V		
contig_550	18386.000	phage	0.678	0.550	False	False	0.611	0.000	bacteria	4.000	4.000	0.000	0.000	1.318	1.733	2.100	1.948	-3.086	4.730	-4.375	1.509	2n2V1n2V1n		
contig_551	25014.000	phage	0.545	0.539	True	False	0.508	0.000	bacteria	1.000	8.000	3.000	0.000	-0.561	2.139	2.520	4.398	-1.848	5.934	-4.043	0.975	1n1V1n2V1n3V1n2V		
contig_552	6723.000	phage	0.354	0.556	False	False	0.472	0.000	bacteria	0.000	3.000	0.000	0.000	-0.039	0.710	3.633	1.355	-3.625	0.506	-3.596	0.939	3V	DTR	13.000
contig_554	2339.000	phage	0.889	0.548	False	False	0.580	0.000	bacteria	0.000	1.000	0.000	0.000	1.370	0.000	2.328	0.000	-2.818	0.000	-6.164	0.000	1V		
contig_553	37946.000	phage	0.533	0.673	False	False	0.638	0.000	bacteria	4.000	14.000	0.000	0.000	1.639	0.820	3.438	2.857	-4.492	4.598	-5.027	0.632	2V1n1V1n1V1n3V1n7V	DTR	13.000
contig_555	26083.000	phage	0.047	0.815	False	False	0.441	0.000	bacteria	0.000	12.000	0.000	0.000	-1.340	0.902	4.867	0.818	-4.629	3.291	-4.305	0.292	12V		
contig_556	10102.000	phage	0.579	0.816	True	False	0.332	0.000	bacteria	2.000	2.000	0.000	0.000	2.080	1.041	2.303	2.859	-4.730	2.260	-2.248	0.370	2V2n		
contig_557	14916.000	phage	1.146	0.284	True	False	0.542	0.000	bacteria	1.000	5.000	1.000	0.000	-0.278	0.763	1.044	1.745	-0.915	0.765	-2.330	1.133	1V1n2V1n2V		
contig_558	13811.000	phage	0.164	0.673	True	False	0.457	0.000	bacteria	0.000	5.000	1.000	0.000	-2.555	0.904	3.904	6.148	-2.852	9.773	-5.008	0.485	1V1n4V		
contig_559	8868.000	non-phage	0.816	0.477	False	False	0.406	0.000		1.000	1.000	2.000	0.000	-0.216	2.160	0.109	2.121	0.804	1.952	-4.086	0.624	1n1V2n		
contig_560	21000.000	non-phage	0.985	0.471	False	True	0.412	0.000		5.000	4.000	1.000	0.000	1.820	0.974	0.906	1.496	-0.799	2.293	-3.156	1.318	2n2V2n1V1n1V1n		
contig_561	2877.000	phage	0.173	0.737	False	False	0.569	0.000	bacteria	0.000	1.000	0.000	0.000	1.143	0.000	4.781	0.000	-5.438	0.000	-4.953	0.000	1V		
contig_562	6358.000	phage	0.573	0.658	False	False	0.596	0.000	bacteria	0.000	3.000	0.000	0.000	1.340	0.686	3.254	0.537	-4.324	0.641	-5.789	0.458	3V		
contig_564																								
contig_565	2844.000	phage	0.017	0.956	False	False	0.592	0.000	bacteria	0.000	1.000	0.000	0.000	0.088	0.000	6.531	0.000	-6.039	0.000	-4.711	0.000	1V		
contig_566	12458.000	phage	0.726	0.589	True	False	0.583	0.000	bacteria	3.000	3.000	0.000	0.000	1.684	2.385	1.760	3.793	-2.930	5.742	-5.457	1.065	2V1n1V2n		
contig_568	19502.000	phage	0.491	0.353	True	False	0.468	0.000	eukarya	0.000	5.000	4.000	0.000	-1.943	1.381	1.133	6.328	0.172	10.352	-4.188	1.131	2V4n3V		
contig_571	2968.000	non-phage	0.349	0.907	False	False	0.483	0.000		1.000	0.000	0.000	0.000	3.758	0.000	1.051	0.000	-5.309	0.000	-3.168	0.000	1n		
contig_572	21856.000	phage	0.365	0.679	False	False	0.395	0.000	bacteria	2.000	8.000	0.000	0.000	0.591	1.909	3.471	0.710	-5.254	3.416	-3.672	1.947	1n1V1n7V		
contig_573	14293.000	phage	0.938	0.268	True	False	0.394	0.000	bacteria	1.000	5.000	0.000	0.000	-0.111	1.620	2.205	2.514	-1.276	3.508	-3.877	1.158	2V1n3V	DTR	13.000
contig_574	20624.000	phage	0.640	0.683	False	False	0.399	0.000	bacteria	5.000	5.000	0.000	0.000	2.598	1.411	3.322	1.266	-5.996	2.965	-4.098	1.031	2V2n1V2n2V1n		
contig_575	2695.000	non-phage	0.031	0.755	False	False	0.524	0.000		0.000	0.000	1.000	0.000	-2.561	0.000	-2.689	0.000	3.973	0.000	-6.047	0.000	1n		
contig_577	17673.000	phage	0.047	0.813	False	False	0.274	0.000	bacteria	0.000	8.000	0.000	0.000	-1.429	0.180	5.102	0.727	-5.699	0.894	-2.904	1.398	8V		
contig_576	37416.000	phage	0.212	0.674	False	False	0.475	0.000	bacteria	0.000	18.000	0.000	0.000	-0.479	1.501	4.508	1.850	-4.754	3.336	-4.328	0.685	18V		
contig_578	4407.000	phage	0.145	0.684	False	False	0.563	0.000	bacteria	0.000	2.000	0.000	0.000	0.675	0.474	4.605	0.137	-5.438	1.231	-4.133	0.107	2V		
contig_579	7293.000	phage	0.391	0.750	True	False	0.549	0.000	bacteria	1.000	1.000	1.000	0.000	-0.207	2.926	1.719	9.586	-2.076	15.125	-4.355	0.021	1n1V1n		
contig_580	4331.000	phage	0.057	0.857	False	False	0.680	0.000	bacteria	0.000	2.000	0.000	0.000	-0.195	0.095	5.875	2.129	-6.539	1.735	-3.672	0.028	2V		
contig_581	3075.000	phage	0.694	0.790	False	False	0.701	0.000	bacteria	0.000	1.000	0.000	0.000	1.730	0.000	3.209	0.000	-6.859	0.000	-5.488	0.000	1V		
contig_582	25252.000	phage	0.655	0.560	False	False	0.570	0.000	bacteria	1.000	10.000	1.000	0.000	1.382	1.806	3.025	2.461	-3.535	3.611	-4.727	0.519	1V1n1V1n8V		
contig_583	9643.000	phage	0.692	0.440	True	False	0.606	0.000	bacteria	2.000	2.000	0.000	0.000	1.668	2.354	1.696	1.706	-2.025	2.455	-4.988	0.144	1n2V1n		
contig_584	14106.000	phage	0.447	0.398	False	False	0.522	0.000	bacteria	0.000	6.000	0.000	0.000	0.679	0.686	3.389	0.505	-2.980	2.527	-4.973	0.463	6V		
contig_585	2064.000	phage	0.095	0.910	False	False	0.295	0.000	bacteria	0.000	1.000	0.000	0.000	-0.500	0.000	4.250	0.000	-6.641	0.000	-1.810	0.000	1V		
contig_586	2609.000	phage	1.450	0.275	False	False	0.518	0.000	bacteria	0.000	1.000	0.000	0.000	0.916	0.000	1.206	0.000	-2.920	0.000	-0.239	0.000	1V		
contig_587	10462.000	phage	0.505	0.803	True	False	0.614	0.000	bacteria	3.000	2.000	0.000	0.000	2.164	0.880	2.756	2.969	-4.398	1.941	-4.105	0.261	3n2V		
contig_588	4451.000	non-phage	0.849	0.506	False	False	0.635	0.000		1.000	1.000	0.000	0.000	2.160	0.132	1.149	0.757	-1.909	1.700	-5.301	0.322	1n1V		
contig_589	4595.000	non-phage	0.824	0.578	False	False	0.621	0.000		1.000	1.000	0.000	0.000	2.090	0.491	1.935	0.250	-2.561	0.224	-4.633	0.125	1n1V		
contig_58	85038.000	phage	0.082	0.841	False	False	0.424	0.000	bacteria	0.000	40.000	1.000	0.000	-1.861	1.060	5.688	4.117	-5.672	7.703	-4.355	0.938	38V1n2V	DTR	204.000
contig_59	4425.000	phage	0.645	0.408	False	False	0.422	0.000	bacteria	0.000	2.000	0.000	0.000	0.896	0.678	3.342	2.205	-3.537	10.562	-4.336	2.242	2V		
contig_590	7285.000	non-phage	0.795	0.676	False	False	0.683	0.000		3.000	0.000	0.000	0.000	2.822	0.052	1.684	0.089	-4.312	1.197	-5.777	0.166	3n		
contig_591	16927.000	phage	0.325	0.649	False	False	0.496	0.000	bacteria	1.000	7.000	0.000	0.000	0.450	0.457	4.254	2.512	-4.930	3.170	-3.977	0.354	2V1n5V		
contig_592	2352.000	non-phage	1.311	0.170	False	False	0.317	0.000		0.000	0.000	1.000	0.000	-1.637	0.000	-0.208	0.000	1.151	0.000	-0.924	0.000	1n		
contig_594	10347.000	phage	0.738	0.569	True	False	0.555	0.000	bacteria	2.000	3.000	0.000	0.000	2.066	0.667	2.830	5.992	-4.180	11.500	-4.285	0.866	1n1V1n2V		
contig_593	37748.000	phage	0.739	0.440	True	False	0.312	0.000	bacteria	1.000	11.000	6.000	0.000	-0.406	0.958	1.715	3.672	-2.129	10.562	-1.670	1.737	7V4n2V2n2V1n	ITR	15.000
contig_595	18280.000	phage	0.740	0.447	True	False	0.514	0.000	eukarya	0.000	5.000	3.000	0.000	-0.184	2.828	0.469	4.289	0.247	9.273	-4.688	0.698	1V3n4V		
contig_597	12689.000	non-phage	0.385	0.550	False	False	0.498	0.000		2.000	1.000	3.000	0.000	-0.074	4.254	-0.308	5.516	0.983	6.555	-5.805	0.362	1n1V4n		
contig_596	47077.000	phage	0.057	0.930	False	False	0.404	0.000	bacteria	0.000	22.000	0.000	0.000	0.172	0.405	5.703	0.559	-7.344	1.780	-4.750	0.782	22V		
contig_598	32306.000	phage	0.728	0.217	True	False	0.560	0.000	eukarya	0.000	11.000	4.000	0.000	-0.999	2.309	1.840	2.756	-0.201	2.166	-4.090	2.082	3V3n7V1n1V		
contig_599	20781.000	phage	0.472	0.321	True	False	0.538	0.000	eukarya	0.000	8.000	2.000	0.000	-1.174	0.748	2.912	3.447	-1.084	3.525	-3.771	0.877	4V1n4V1n		
contig_6	14478.000	phage	0.859	0.380	True	False	0.463	0.000	eukarya	1.000	4.000	2.000	0.000	-0.871	1.625	1.417	3.498	-0.676	3.713	-2.582	3.131	1n1V1n2V1n1V		
contig_60	13569.000	phage	0.622	0.553	True	False	0.487	0.000	bacteria	0.000	3.000	3.000	0.000	-0.184	0.187	1.673	5.566	-1.445	9.609	-3.924	0.695	1V3n2V		
contig_600	8578.000	phage	0.784	0.244	True	False	0.575	0.000	eukarya	0.000	2.000	2.000	0.000	-1.025	0.933	1.695	1.756	-0.277	2.090	-4.219	1.559	1V2n1V		
contig_604	2291.000	non-phage	1.174	0.264	False	False	0.597	0.000		1.000	0.000	0.000	0.000	2.029	0.000	1.451	0.000	-0.606	0.000	-4.113	0.000	1n		
contig_605																								
contig_606	3150.000	non-phage	0.805	0.952	False	False	0.622	0.000		1.000	0.000	0.000	0.000	4.141	0.000	3.018	0.000	-8.539	0.000	-5.910	0.000	1n		
contig_607	5238.000	phage	0.556	0.386	True	False	0.544	0.000	bacteria	1.000	1.000	0.000	0.000	0.645	2.053	1.072	3.494	-0.492	0.434	-3.883	0.087	1n1V	DTR	15.000
contig_608	21620.000	non-phage	0.746	0.445	False	False	0.527	0.000		2.000	2.000	6.000	0.000	-0.429	1.005	-0.181	3.246	0.725	3.709	-5.633	0.421	2n1V4n1V2n		
contig_609	4809.000	non-phage	0.393	0.508	False	False	0.566	0.000		1.000	0.000	1.000	0.000	0.016	4.320	-1.274	0.820	1.396	3.838	-6.184	0.080	2n	DTR	15.000
contig_61	3640.000	non-phage	1.352	0.625	False	False	0.534	0.000		0.000	0.000	1.000	0.000	-3.918	0.000	-0.068	0.000	0.318	0.000	-1.620	0.000	1n		
contig_611	22061.000	phage	0.441	0.517	True	False	0.444	0.000	eukarya	0.000	7.000	3.000	0.000	-2.459	1.913	2.801	5.277	-1.029	7.961	-4.383	0.841	2V1n1V1n3V1n1V	DTR	13.000
contig_601	85375.000	phage	0.025	0.899	False	False	0.399	0.000	bacteria	0.000	41.000	0.000	0.000	-2.605	0.479	5.762	1.946	-5.523	2.559	-3.385	0.794	41V	DTR	13.000
contig_613	15491.000	non-phage	0.977	0.376	False	False	0.523	0.000		1.000	2.000	4.000	0.000	-0.404	0.456	0.281	2.537	0.446	0.938	-5.090	1.192	2n1V3n1V		
contig_612	34627.000	phage	0.692	0.714	False	False	0.689	0.000	bacteria	6.000	10.000	0.000	0.000	2.402	0.636	3.211	0.893	-5.898	1.650	-5.586	0.442	1V1n1V1n4V1n2V3n2V		
contig_614	24770.000	phage	0.526	0.721	False	False	0.308	0.000	bacteria	0.000	12.000	0.000	0.000	0.232	0.836	3.186	1.632	-4.836	2.598	-2.873	1.306	12V		
contig_615	8044.000	phage	0.177	0.788	False	False	0.422	0.000	bacteria	0.000	3.000	0.000	0.000	0.083	0.034	3.988	0.496	-5.531	3.652	-3.053	0.240	3V		
contig_616	4746.000	non-phage	0.798	0.664	False	True	0.553	0.000		1.000	1.000	0.000	0.000	1.049	0.089	0.972	3.916	-1.687	3.584	-5.020	0.119	1V1n		
contig_617	4931.000	phage	1.267	0.274	True	False	0.587	0.000	bacteria	1.000	1.000	0.000	0.000	1.526	0.571	1.541	1.648	-1.457	3.051	-4.148	0.581	1V1n		
contig_62	5181.000	phage	0.364	0.884	False	False	0.572	0.000	bacteria	1.000	1.000	0.000	0.000	2.580	1.286	3.293	2.531	-6.398	0.322	-4.996	0.324	1n1V		
contig_625	4424.000	phage	0.485	0.660	False	False	0.593	0.000	bacteria	0.000	2.000	0.000	0.000	1.095	0.579	4.078	1.901	-4.590	3.777	-4.383	0.072	2V		
contig_626	2233.000	non-phage	0.854	0.795	False	False	0.607	0.000		1.000	0.000	0.000	0.000	3.043	0.000	1.975	0.000	-2.891	0.000	-3.145	0.000	1n		
contig_628	10170.000	phage	0.124	0.492	True	False	0.569	0.000	bacteria	0.000	3.000	1.000	0.000	-1.037	0.326	3.096	5.914	-2.279	7.988	-4.082	2.482	1V1n2V		
contig_629	4244.000	phage	0.795	0.747	False	False	0.649	0.000	bacteria	0.000	2.000	0.000	0.000	1.803	0.794	2.928	0.091	-5.039	2.869	-6.070	0.024	2V		
contig_63	9984.000	phage	0.834	0.762	False	False	0.694	0.000	bacteria	2.000	2.000	0.000	0.000	2.496	0.663	2.742	0.460	-6.430	3.039	-4.555	2.801	2V2n		
contig_633	14563.000	phage	0.911	0.526	True	False	0.543	0.000	bacteria	0.000	6.000	1.000	0.000	0.550	0.602	1.599	2.408	-1.577	3.346	-4.645	0.366	4V1n2V		
contig_632	33695.000	phage	0.557	0.486	False	False	0.322	0.000	bacteria	0.000	16.000	0.000	0.000	-0.571	0.771	3.084	2.152	-3.146	4.574	-2.010	0.971	16V	DTR	14.000
contig_634	2854.000	non-phage	0.943	0.676	False	False	0.591	0.000		1.000	0.000	0.000	0.000	2.709	0.000	2.105	0.000	-5.191	0.000	-5.359	0.000	1n		
contig_635	2870.000	phage	1.314	0.158	False	False	0.572	0.000	eukarya	0.000	1.000	0.000	0.000	0.155	0.000	1.469	0.000	0.164	0.000	-3.730	0.000	1V		
contig_636	8514.000	phage	0.950	0.086	False	False	0.403	0.000	eukarya	0.000	1.000	3.000	0.000	-1.130	1.420	0.847	0.686	0.762	2.086	-3.484	0.388	1n1V2n		
contig_637																								
contig_638	6603.000	phage	0.923	0.388	True	False	0.390	0.000	bacteria	1.000	0.000	2.000	0.000	0.139	3.533	0.187	1.311	-0.291	7.988	-3.639	0.100	3n	DTR	13.000
contig_639	3965.000	phage	0.666	0.155	False	False	0.399	0.000	eukarya	0.000	1.000	0.000	0.000	-3.967	0.000	1.736	0.000	-0.076	0.000	-3.104	0.000	1V		
contig_64	6623.000	non-phage	0.915	0.854	False	False	0.701	0.000		3.000	0.000	0.000	0.000	3.193	0.063	2.639	0.103	-7.484	0.088	-5.281	0.062	3n		
contig_640	4378.000	phage	0.464	0.161	False	False	0.407	0.000	eukarya	0.000	1.000	1.000	0.000	-2.537	0.493	1.346	1.309	0.216	3.037	-3.463	0.188	1n1V		
contig_642	10666.000	phage	0.575	0.556	False	False	0.385	0.000	bacteria	1.000	3.000	1.000	0.000	0.699	2.604	2.850	2.674	-3.805	6.844	-4.047	0.124	1V1n2V1n		
contig_643	10989.000	phage	0.700	0.399	True	False	0.417	0.000	bacteria	1.000	3.000	1.000	0.000	-0.017	1.885	1.817	2.395	-0.810	4.062	-3.215	0.477	1V2n2V		
contig_645	21783.000	non-phage	0.715	0.654	False	False	0.515	0.000		3.000	1.000	6.000	0.000	0.382	2.143	-1.583	2.793	2.154	2.266	-4.613	0.313	5n1V4n		
contig_65	8311.000	phage	0.446	0.886	False	False	0.698	0.000	bacteria	2.000	2.000	0.000	0.000	1.749	2.168	4.105	3.355	-8.336	1.080	-4.848	0.716	1n1V1n1V		
contig_646	28667.000	phage	0.540	0.784	True	False	0.664	0.000	bacteria	8.000	5.000	0.000	0.000	2.527	1.772	2.707	3.125	-6.062	2.234	-5.195	0.663	2n1V3n3V1n1V2n		
contig_650	12002.000	non-phage	0.570	0.855	False	True	0.694	0.000		3.000	2.000	0.000	0.000	3.029	1.503	2.160	3.029	-6.281	0.676	-4.570	0.403	2n1V1n1V		
contig_653	13188.000	phage	0.295	0.575	True	False	0.369	0.000	bacteria	0.000	5.000	1.000	0.000	-1.396	1.907	3.111	3.719	-2.873	6.812	-2.127	1.216	1n5V		
contig_654	14835.000	non-phage	0.666	0.572	False	False	0.534	0.000		2.000	0.000	5.000	0.000	-0.845	2.236	-1.605	1.341	2.023	2.473	-5.242	1.076	7n		
contig_655	3240.000	phage	0.039	0.551	False	False	0.483	0.000	bacteria	0.000	1.000	0.000	0.000	-1.030	0.000	4.617	0.000	-3.990	0.000	-3.855	0.000	1V		
contig_656	10282.000	phage	0.304	0.818	False	False	0.559	0.000	bacteria	0.000	5.000	0.000	0.000	0.620	0.466	4.414	2.115	-5.148	0.742	-4.652	0.021	5V		
contig_644	72339.000	phage	0.457	0.656	True	False	0.496	0.000	bacteria	4.000	27.000	4.000	0.000	-0.211	1.408	3.350	6.688	-3.467	9.180	-3.443	1.513	3n3V4n24V1n	DTR	14.000
contig_657	2576.000	phage	0.054	0.913	False	False	0.412	0.000	bacteria	0.000	1.000	0.000	0.000	-0.377	0.000	4.758	0.000	-5.031	0.000	-4.836	0.000	1V		
contig_658	22565.000	non-phage	0.724	0.700	False	True	0.633	0.000		8.000	2.000	1.000	0.000	2.312	1.489	1.765	2.156	-4.008	7.336	-4.781	0.688	5n1V1n1V3n		
contig_659	13590.000	phage	0.605	0.686	True	False	0.632	0.000	bacteria	2.000	4.000	0.000	0.000	2.395	2.797	2.438	3.172	-4.984	6.109	-5.066	0.457	2V1n1V1n1V		
contig_663	6040.000	phage	0.358	0.607	False	False	0.313	0.000	bacteria	0.000	2.000	0.000	0.000	0.126	0.355	3.100	0.016	-3.832	0.062	-2.309	0.032	2V		
contig_66	36915.000	phage	0.382	0.866	True	False	0.701	0.000	bacteria	6.000	12.000	0.000	0.000	2.234	2.057	3.270	3.428	-7.066	0.730	-4.973	0.319	6V2n1V1n2V1n1V2n2V	ITR	13.000
contig_664	7347.000	phage	0.810	0.648	True	False	0.476	0.000	bacteria	1.000	2.000	0.000	0.000	0.549	1.948	3.092	4.875	-3.287	6.332	-4.152	0.405	1n2V		
contig_665	4746.000	phage	0.653	0.530	False	False	0.417	0.000	bacteria	0.000	2.000	0.000	0.000	1.142	0.019	3.217	0.735	-3.258	2.643	-2.654	2.732	2V		
contig_666	4171.000	phage	0.117	0.596	True	False	0.460	0.000	eukarya	0.000	1.000	1.000	0.000	-2.189	1.522	1.593	5.535	-0.422	12.734	-4.059	0.629	1V1n		
contig_669	23164.000	phage	0.821	0.337	True	False	0.412	0.000	eukarya	0.000	5.000	6.000	0.000	-1.260	2.662	1.241	2.123	-0.007	5.070	-3.465	2.457	2n1V1n2V3n2V		
contig_670	10936.000	phage	0.559	0.420	True	False	0.450	0.000	bacteria	2.000	3.000	0.000	0.000	-0.308	2.914	2.748	4.910	-1.702	3.248	-3.508	0.549	1n1V1n2V		
contig_671	11576.000	phage	0.298	0.628	False	False	0.445	0.000	bacteria	0.000	5.000	0.000	0.000	0.211	0.204	3.598	0.676	-3.914	0.038	-3.576	2.041	5V		
contig_672	8944.000	phage	0.861	0.613	False	False	0.595	0.000	bacteria	2.000	2.000	0.000	0.000	2.557	0.785	2.600	0.047	-4.477	3.828	-4.406	0.467	1V2n1V		
contig_673	21726.000	phage	0.600	0.586	False	False	0.599	0.000	bacteria	1.000	9.000	0.000	0.000	1.696	0.776	3.521	0.791	-4.867	2.010	-3.832	0.203	6V1n3V		
contig_677	6655.000	phage	0.383	0.387	False	False	0.581	0.000	bacteria	0.000	3.000	0.000	0.000	-0.246	1.313	3.219	0.729	-2.578	0.629	-4.793	0.825	3V		
contig_676	28407.000	phage	0.108	0.727	True	False	0.479	0.000	bacteria	0.000	12.000	1.000	0.000	-2.562	1.759	5.367	6.477	-4.223	8.688	-4.289	0.343	9V1n3V		
contig_678	2724.000	phage	0.034	0.985	False	False	0.570	0.000	bacteria	0.000	1.000	0.000	0.000	-0.051	0.000	5.621	0.000	-7.820	0.000	-4.320	0.000	1V		
contig_679	6880.000	phage	0.034	0.744	False	False	0.438	0.000	bacteria	0.000	3.000	0.000	0.000	-0.845	0.430	5.098	0.039	-4.480	0.727	-4.879	0.053	3V		
contig_68	6717.000	phage	0.429	0.822	False	False	0.695	0.000	bacteria	1.000	2.000	0.000	0.000	1.588	1.490	3.996	1.066	-6.902	0.140	-4.770	0.004	1V1n1V		
contig_680	23059.000	phage	0.715	0.643	False	False	0.664	0.000	bacteria	2.000	9.000	0.000	0.000	1.959	0.596	3.205	0.817	-4.941	2.094	-4.930	0.321	1n1V1n8V	ITR	13.000
contig_683	15015.000	phage	0.812	0.412	False	False	0.508	0.000	bacteria	3.000	4.000	0.000	0.000	1.833	0.860	2.699	1.308	-3.123	2.297	-5.734	0.400	2n1V1n3V		
contig_684	12591.000	non-phage	0.909	0.597	False	True	0.643	0.000		4.000	2.000	0.000	0.000	1.968	0.630	1.503	2.410	-3.086	5.840	-4.809	0.504	1V1n1V3n		
contig_687	3304.000	phage	0.038	0.970	False	False	0.316	0.000	bacteria	0.000	1.000	0.000	0.000	-0.309	0.000	5.293	0.000	-6.570	0.000	-3.387	0.000	1V		
contig_688	2656.000	phage	0.051	0.906	False	False	0.282	0.000	bacteria	0.000	1.000	0.000	0.000	-0.394	0.000	4.926	0.000	-6.758	0.000	-2.600	0.000	1V		
contig_69	5598.000	phage	0.597	0.857	False	False	0.704	0.000	bacteria	0.000	2.000	0.000	0.000	2.033	0.211	3.883	0.514	-8.438	2.209	-6.117	0.000	2V		
contig_692	11044.000	non-phage	0.541	0.585	False	False	0.443	0.000		2.000	0.000	3.000	0.000	0.040	5.598	-0.461	3.969	0.599	10.461	-4.492	1.132	5n		
contig_696	14063.000	phage	0.654	0.402	True	False	0.382	0.000	bacteria	0.000	4.000	2.000	0.000	-0.315	3.721	1.153	3.980	-1.019	10.195	-3.834	0.849	4V2n		
contig_697	2236.000	non-phage	1.057	0.678	False	False	0.521	0.000		0.000	0.000	1.000	0.000	-1.471	0.000	-0.169	0.000	1.130	0.000	-3.865	0.000	1n		
contig_698	17256.000	phage	0.423	0.441	False	False	0.525	0.000	bacteria	2.000	6.000	0.000	0.000	1.182	1.613	3.229	0.870	-2.887	1.194	-4.367	0.575	3V1n1V1n2V		
contig_699	13274.000	phage	0.773	0.472	False	False	0.512	0.000	bacteria	0.000	6.000	0.000	0.000	0.592	0.681	2.439	0.969	-2.201	2.953	-4.191	0.268	6V		
contig_7	12441.000	non-phage	0.759	0.349	False	False	0.462	0.000		0.000	4.000	2.000	0.000	-1.431	0.373	0.460	2.572	0.781	1.838	-3.215	0.589	1V2n3V		
contig_70	7600.000	phage	0.102	0.736	False	False	0.409	0.000	bacteria	0.000	3.000	0.000	0.000	0.237	1.069	5.121	0.295	-6.512	1.409	-4.539	0.602	3V		
contig_700	7365.000	phage	0.800	0.541	False	False	0.433	0.000	bacteria	2.000	1.000	0.000	0.000	1.030	1.947	2.398	1.375	-3.326	1.169	-1.617	0.875	2n1V		
contig_702	7153.000	non-phage	0.806	0.524	False	False	0.423	0.000		2.000	1.000	0.000	0.000	2.008	0.811	1.548	0.754	-1.928	0.216	-2.277	2.793	1V2n		
contig_701	28136.000	phage	0.521	0.445	True	False	0.451	0.000	eukarya	0.000	7.000	6.000	0.000	-0.930	1.705	0.905	7.000	-0.156	8.023	-4.195	1.620	1V1n1V4n1V1n4V		
contig_703	10797.000	phage	0.567	0.381	True	False	0.435	0.000	bacteria	0.000	4.000	1.000	0.000	-0.111	2.180	1.688	3.910	-1.329	7.449	-3.730	0.341	2V1n2V		
contig_704	11613.000	phage	0.853	0.449	False	False	0.446	0.000	bacteria	1.000	4.000	0.000	0.000	0.670	3.520	2.020	0.772	-1.688	2.822	-3.102	1.848	1V1n3V		
contig_705	22747.000	non-phage	0.623	0.466	False	False	0.491	0.000		2.000	3.000	6.000	0.000	-0.000	2.604	0.192	4.805	0.757	5.520	-4.766	1.107	1V3n2V5n		
contig_706	5336.000	phage	0.695	0.462	True	False	0.470	0.000	bacteria	0.000	1.000	1.000	0.000	-0.095	0.263	2.018	6.398	-1.319	6.773	-3.188	0.053	1V1n		
contig_707	4530.000	phage	0.526	0.580	False	False	0.315	0.000	bacteria	0.000	2.000	0.000	0.000	1.404	0.075	3.699	1.282	-5.980	1.521	-5.121	1.710	2V		
contig_709	4643.000	phage	0.341	0.260	False	False	0.355	0.000	bacteria	0.000	2.000	0.000	0.000	0.488	1.054	3.686	0.132	-4.066	0.437	-5.246	1.501	2V		
contig_71	6969.000	phage	0.449	0.658	False	False	0.428	0.000	bacteria	1.000	2.000	0.000	0.000	1.298	0.540	3.959	3.352	-4.438	6.840	-4.285	2.264	2V1n		
contig_711	2476.000	phage	0.055	0.842	False	False	0.377	0.000	bacteria	0.000	1.000	0.000	0.000	-1.329	0.000	3.893	0.000	-4.668	0.000	-4.109	0.000	1V	DTR	14.000
contig_708	49001.000	phage	0.165	0.813	False	False	0.324	0.000	bacteria	0.000	22.000	0.000	1.000	-0.484	0.657	4.297	1.749	-5.805	1.196	-2.949	1.554	18V1n4V	ITR	13.000
contig_712																								
contig_714	5076.000	phage	0.409	0.732	False	False	0.492	0.000	bacteria	0.000	2.000	0.000	0.000	-0.061	0.487	4.238	3.881	-4.320	0.436	-2.473	1.346	2V		
contig_713	30202.000	non-phage	0.213	0.908	False	True	0.686	0.000		11.000	3.000	0.000	0.000	3.869	2.053	1.523	3.248	-7.691	1.402	-5.086	0.373	1V3n2V8n	DTR	15.000
contig_715	2813.000	phage	0.632	0.074	False	False	0.430	0.000	eukarya	0.000	1.000	0.000	0.000	-1.982	0.000	2.199	0.000	0.216	0.000	-5.402	0.000	1V		
contig_718	13809.000	phage	0.784	0.449	True	False	0.608	0.000	bacteria	1.000	4.000	1.000	0.000	-0.098	3.920	1.197	2.865	-1.164	9.867	-5.098	0.969	2V2n2V		
